+--------------------------+--------------------------+----------------------------------------------------------------------------------------------------------+
|       Launch Clock       |      Capture Clock       |                                                 Pin                                                      |
| clk_out3_project_1_clk_wiz_0 |clk_out2_project_1_clk_wiz_0 |                                project_1_i/data_source/inst/top_CNTRL_s_axi_U/int_inv_sigma_sq_V_reg[5]/D|
| clk_out3_project_1_clk_wiz_0 |clk_out2_project_1_clk_wiz_0 |                                   project_1_i/data_source/inst/top_CNTRL_s_axi_U/int_dec_keep_V_reg[19]/D|
| clk_out2_project_1_clk_wiz_0 |clk_out2_project_1_clk_wiz_0 |                                          project_1_i/data_source/inst/top_CNTRL_s_axi_U/int_ap_done_reg/D|
| clk_out3_project_1_clk_wiz_0 |clk_out2_project_1_clk_wiz_0 |                                 project_1_i/data_source/inst/top_CNTRL_s_axi_U/int_chan_symbls_V_reg[8]/D|
| clk_out3_project_1_clk_wiz_0 |clk_out2_project_1_clk_wiz_0 |                                project_1_i/data_source/inst/top_CNTRL_s_axi_U/int_inv_sigma_sq_V_reg[8]/D|
| clk_out3_project_1_clk_wiz_0 |clk_out2_project_1_clk_wiz_0 |                              project_1_i/data_source/inst/top_CNTRL_s_axi_U/int_enc_ctrl_word_V_reg[20]/D|
| clk_out3_project_1_clk_wiz_0 |clk_out2_project_1_clk_wiz_0 |                                   project_1_i/data_source/inst/top_CNTRL_s_axi_U/int_dec_keep_V_reg[54]/D|
| clk_out3_project_1_clk_wiz_0 |clk_out2_project_1_clk_wiz_0 |                              project_1_i/enc_op_mon/inst/monitor_CNTRL_s_axi_U/int_num_blocks_V_reg[16]/D|
| clk_out3_project_1_clk_wiz_0 |clk_out2_project_1_clk_wiz_0 |                                   project_1_i/data_source/inst/top_CNTRL_s_axi_U/int_enc_keep_V_reg[49]/D|
| clk_out3_project_1_clk_wiz_0 |clk_out2_project_1_clk_wiz_0 |                                   project_1_i/data_source/inst/top_CNTRL_s_axi_U/int_dec_keep_V_reg[20]/D|
| clk_out3_project_1_clk_wiz_0 |clk_out2_project_1_clk_wiz_0 |                                        project_1_i/dec_op_mon/inst/monitor_CNTRL_s_axi_U/int_isr_reg[1]/D|
| clk_out3_project_1_clk_wiz_0 |clk_out2_project_1_clk_wiz_0 |                                    project_1_i/data_source/inst/top_CNTRL_s_axi_U/int_dec_keep_V_reg[5]/D|
| clk_out3_project_1_clk_wiz_0 |clk_out2_project_1_clk_wiz_0 |                                   project_1_i/data_source/inst/top_CNTRL_s_axi_U/int_enc_keep_V_reg[54]/D|
| clk_out3_project_1_clk_wiz_0 |clk_out2_project_1_clk_wiz_0 |                                project_1_i/data_source/inst/top_CNTRL_s_axi_U/int_source_words_V_reg[9]/D|
| clk_out3_project_1_clk_wiz_0 |clk_out2_project_1_clk_wiz_0 |                                 project_1_i/data_source/inst/top_CNTRL_s_axi_U/int_num_blocks_V_reg[20]/D|
| clk_out3_project_1_clk_wiz_0 |clk_out2_project_1_clk_wiz_0 |                                                project_1_i/stats/inst/top_CNTRL_s_axi_U/ap_done_ext_reg/D|
| clk_out3_project_1_clk_wiz_0 |clk_out2_project_1_clk_wiz_0 |                                   project_1_i/data_source/inst/top_CNTRL_s_axi_U/int_dec_keep_V_reg[40]/D|
| clk_out3_project_1_clk_wiz_0 |clk_out2_project_1_clk_wiz_0 |                               project_1_i/data_source/inst/top_CNTRL_s_axi_U/int_dec_ctrl_word_V_reg[6]/D|
